token_seq,class_id,class_name
KW_return IDENTIFIER OPERATOR IDENTIFIER,6,return_stmt
KW_raise IDENTIFIER DELIMITER IDENTIFIER OPERATOR IDENTIFIER DELIMITER,13,raise_stmt
KW_return IDENTIFIER OPERATOR INTEGER KW_if IDENTIFIER KW_else INTEGER,6,return_stmt
KW_for IDENTIFIER KW_in IDENTIFIER DELIMITER IDENTIFIER DELIMITER DELIMITER,3,for_loop
KW_assert IDENTIFIER,14,assert_stmt
KW_except IDENTIFIER DELIMITER,12,try_except
KW_else DELIMITER,5,if_stmt
KW_assert IDENTIFIER OPERATOR IDENTIFIER OPERATOR INTEGER DELIMITER STRING,14,assert_stmt
KW_import IDENTIFIER,7,import_stmt
KW_import IDENTIFIER,7,import_stmt
IDENTIFIER OPERATOR KW_lambda IDENTIFIER DELIMITER IDENTIFIER DELIMITER IDENTIFIER DELIMITER IDENTIFIER,11,lambda_expr
KW_return IDENTIFIER OPERATOR IDENTIFIER,6,return_stmt
KW_except DELIMITER IDENTIFIER DELIMITER IDENTIFIER DELIMITER,12,try_except
IDENTIFIER OPERATOR LBRACE STRING DELIMITER KW_None RBRACE,10,dict_expr
IDENTIFIER OPERATOR IDENTIFIER KW_or IDENTIFIER,0,assignment
KW_while IDENTIFIER OPERATOR IDENTIFIER DELIMITER,4,while_loop
IDENTIFIER OPERATOR INTEGER,0,assignment
KW_for IDENTIFIER KW_in IDENTIFIER DELIMITER IDENTIFIER DELIMITER IDENTIFIER DELIMITER DELIMITER,3,for_loop
KW_def IDENTIFIER DELIMITER IDENTIFIER OPERATOR INTEGER DELIMITER DELIMITER,1,funcdef
IDENTIFIER OPERATOR KW_lambda IDENTIFIER DELIMITER IDENTIFIER DELIMITER IDENTIFIER OPERATOR IDENTIFIER OPERATOR IDENTIFIER,11,lambda_expr
IDENTIFIER DELIMITER IDENTIFIER DELIMITER IDENTIFIER DELIMITER IDENTIFIER DELIMITER IDENTIFIER DELIMITER,8,func_call
IDENTIFIER OPERATOR LBRACKET IDENTIFIER DELIMITER IDENTIFIER DELIMITER IDENTIFIER DELIMITER IDENTIFIER RBRACKET,9,list_expr
IDENTIFIER OPERATOR KW_lambda DELIMITER INTEGER,11,lambda_expr
KW_finally DELIMITER,12,try_except
IDENTIFIER OPERATOR LBRACKET IDENTIFIER KW_for IDENTIFIER KW_in IDENTIFIER KW_if IDENTIFIER OPERATOR INTEGER RBRACKET,9,list_expr
KW_import IDENTIFIER,7,import_stmt
KW_return KW_False,6,return_stmt
KW_assert IDENTIFIER,14,assert_stmt
KW_return IDENTIFIER OPERATOR IDENTIFIER OPERATOR IDENTIFIER,6,return_stmt
KW_return IDENTIFIER DELIMITER INTEGER DELIMITER IDENTIFIER DELIMITER,6,return_stmt
KW_import IDENTIFIER,7,import_stmt
KW_from IDENTIFIER DELIMITER IDENTIFIER KW_import DELIMITER IDENTIFIER DELIMITER IDENTIFIER DELIMITER,7,import_stmt
IDENTIFIER OPERATOR INTEGER OPERATOR INTEGER OPERATOR INTEGER,0,assignment
KW_return IDENTIFIER KW_and IDENTIFIER,6,return_stmt
KW_def IDENTIFIER DELIMITER IDENTIFIER OPERATOR INTEGER DELIMITER DELIMITER,1,funcdef
KW_except IDENTIFIER KW_as IDENTIFIER DELIMITER,12,try_except
KW_try DELIMITER,12,try_except
KW_except IDENTIFIER DELIMITER,12,try_except
KW_for IDENTIFIER DELIMITER IDENTIFIER KW_in KW_enumerate DELIMITER IDENTIFIER DELIMITER DELIMITER,3,for_loop
KW_return INTEGER,6,return_stmt
KW_while IDENTIFIER OPERATOR IDENTIFIER KW_and IDENTIFIER OPERATOR INTEGER DELIMITER,4,while_loop
KW_if IDENTIFIER KW_is KW_not KW_None DELIMITER,5,if_stmt
KW_from IDENTIFIER KW_import IDENTIFIER KW_as IDENTIFIER,7,import_stmt
IDENTIFIER OPERATOR LBRACE STRING DELIMITER INTEGER DELIMITER STRING DELIMITER INTEGER RBRACE,10,dict_expr
KW_while IDENTIFIER KW_is KW_not KW_None KW_and IDENTIFIER OPERATOR INTEGER DELIMITER,4,while_loop
KW_lambda IDENTIFIER DELIMITER IDENTIFIER OPERATOR INTEGER,11,lambda_expr
KW_if IDENTIFIER OPERATOR IDENTIFIER OPERATOR INTEGER DELIMITER,5,if_stmt
KW_for IDENTIFIER KW_in KW_sorted DELIMITER IDENTIFIER DELIMITER DELIMITER,3,for_loop
KW_class IDENTIFIER DELIMITER IDENTIFIER DELIMITER IDENTIFIER DELIMITER,2,classdef
KW_if IDENTIFIER OPERATOR STRING KW_and IDENTIFIER DELIMITER,5,if_stmt
KW_for IDENTIFIER KW_in IDENTIFIER DELIMITER INTEGER DELIMITER INTEGER DELIMITER DELIMITER,3,for_loop
KW_return KW_None,6,return_stmt
IDENTIFIER OPERATOR IDENTIFIER OPERATOR IDENTIFIER OPERATOR IDENTIFIER,0,assignment
KW_from IDENTIFIER DELIMITER IDENTIFIER KW_import IDENTIFIER,7,import_stmt
KW_while DELIMITER IDENTIFIER OPERATOR INTEGER DELIMITER DELIMITER,4,while_loop
KW_class IDENTIFIER DELIMITER IDENTIFIER DELIMITER DELIMITER,2,classdef
IDENTIFIER OPERATOR LBRACE STRING DELIMITER KW_None RBRACE,10,dict_expr
KW_import IDENTIFIER,7,import_stmt
KW_for IDENTIFIER KW_in IDENTIFIER DELIMITER,3,for_loop
KW_while IDENTIFIER OPERATOR INTEGER KW_and IDENTIFIER KW_is KW_not KW_None DELIMITER,4,while_loop
KW_while KW_not IDENTIFIER KW_and IDENTIFIER OPERATOR INTEGER DELIMITER,4,while_loop
KW_if IDENTIFIER OPERATOR IDENTIFIER OPERATOR INTEGER DELIMITER,5,if_stmt
KW_assert IDENTIFIER DELIMITER IDENTIFIER DELIMITER DELIMITER,14,assert_stmt
KW_from IDENTIFIER KW_import IDENTIFIER DELIMITER IDENTIFIER DELIMITER IDENTIFIER DELIMITER IDENTIFIER,7,import_stmt
KW_while IDENTIFIER OPERATOR INTEGER KW_and IDENTIFIER OPERATOR INTEGER DELIMITER,4,while_loop
KW_finally DELIMITER,12,try_except
KW_def IDENTIFIER DELIMITER IDENTIFIER DELIMITER IDENTIFIER OPERATOR KW_None DELIMITER DELIMITER,1,funcdef
IDENTIFIER OPERATOR LBRACE STRING DELIMITER STRING RBRACE,10,dict_expr
KW_except IDENTIFIER KW_as IDENTIFIER DELIMITER,12,try_except
IDENTIFIER OPERATOR LBRACE STRING DELIMITER INTEGER DELIMITER STRING DELIMITER INTEGER RBRACE,10,dict_expr
KW_from IDENTIFIER KW_import IDENTIFIER DELIMITER IDENTIFIER,7,import_stmt
IDENTIFIER OPERATOR LBRACKET STRING RBRACKET,9,list_expr
KW_return KW_None,6,return_stmt
IDENTIFIER DELIMITER IDENTIFIER DELIMITER IDENTIFIER DELIMITER IDENTIFIER DELIMITER,8,func_call
KW_return IDENTIFIER OPERATOR IDENTIFIER OPERATOR IDENTIFIER,6,return_stmt
IDENTIFIER OPERATOR LBRACKET IDENTIFIER OPERATOR INTEGER KW_for IDENTIFIER KW_in IDENTIFIER RBRACKET,9,list_expr
KW_assert IDENTIFIER,14,assert_stmt
KW_return IDENTIFIER OPERATOR INTEGER,6,return_stmt
KW_raise IDENTIFIER,13,raise_stmt
IDENTIFIER OPERATOR LBRACE STRING DELIMITER INTEGER RBRACE,10,dict_expr
KW_while IDENTIFIER OPERATOR INTEGER KW_and IDENTIFIER OPERATOR INTEGER DELIMITER,4,while_loop
IDENTIFIER OPERATOR LBRACE STRING DELIMITER INTEGER RBRACE,10,dict_expr
KW_while IDENTIFIER OPERATOR IDENTIFIER OPERATOR INTEGER DELIMITER,4,while_loop
KW_except IDENTIFIER DELIMITER,12,try_except
KW_return IDENTIFIER OPERATOR IDENTIFIER,6,return_stmt
KW_def IDENTIFIER DELIMITER IDENTIFIER OPERATOR INTEGER DELIMITER DELIMITER,1,funcdef
IDENTIFIER OPERATOR KW_lambda IDENTIFIER DELIMITER IDENTIFIER DELIMITER INTEGER,11,lambda_expr
KW_for IDENTIFIER DELIMITER IDENTIFIER KW_in KW_enumerate DELIMITER IDENTIFIER DELIMITER DELIMITER,3,for_loop
KW_class IDENTIFIER DELIMITER IDENTIFIER DELIMITER DELIMITER,2,classdef
KW_while IDENTIFIER OPERATOR IDENTIFIER KW_and IDENTIFIER OPERATOR INTEGER DELIMITER,4,while_loop
KW_return INTEGER,6,return_stmt
IDENTIFIER OPERATOR LBRACE IDENTIFIER DELIMITER IDENTIFIER DELIMITER IDENTIFIER DELIMITER IDENTIFIER RBRACE,10,dict_expr
KW_while IDENTIFIER OPERATOR INTEGER KW_and IDENTIFIER OPERATOR INTEGER DELIMITER,4,while_loop
KW_from IDENTIFIER KW_import IDENTIFIER DELIMITER IDENTIFIER DELIMITER IDENTIFIER DELIMITER IDENTIFIER,7,import_stmt
IDENTIFIER OPERATOR KW_lambda IDENTIFIER DELIMITER IDENTIFIER KW_if IDENTIFIER KW_else IDENTIFIER,11,lambda_expr
IDENTIFIER DELIMITER IDENTIFIER DELIMITER STRING DELIMITER,8,func_call
IDENTIFIER DELIMITER IDENTIFIER OPERATOR INTEGER DELIMITER,8,func_call
KW_def IDENTIFIER DELIMITER IDENTIFIER DELIMITER IDENTIFIER DELIMITER DELIMITER,1,funcdef
IDENTIFIER OPERATOR LBRACE IDENTIFIER DELIMITER IDENTIFIER DELIMITER IDENTIFIER DELIMITER IDENTIFIER RBRACE,10,dict_expr
KW_while DELIMITER IDENTIFIER OPERATOR INTEGER DELIMITER DELIMITER,4,while_loop
KW_except IDENTIFIER DELIMITER,12,try_except
IDENTIFIER OPERATOR IDENTIFIER KW_is KW_not KW_None,0,assignment
IDENTIFIER OPERATOR LBRACE INTEGER DELIMITER STRING RBRACE,10,dict_expr
KW_except DELIMITER IDENTIFIER DELIMITER IDENTIFIER DELIMITER IDENTIFIER DELIMITER,12,try_except
IDENTIFIER DELIMITER IDENTIFIER DELIMITER IDENTIFIER DELIMITER INTEGER DELIMITER,8,func_call
IDENTIFIER OPERATOR IDENTIFIER OPERATOR INTEGER,0,assignment
IDENTIFIER OPERATOR LBRACKET IDENTIFIER DELIMITER IDENTIFIER RBRACKET,9,list_expr
KW_import IDENTIFIER DELIMITER IDENTIFIER,7,import_stmt
KW_for IDENTIFIER KW_in KW_reversed DELIMITER IDENTIFIER DELIMITER DELIMITER,3,for_loop
IDENTIFIER OPERATOR LBRACE IDENTIFIER DELIMITER IDENTIFIER DELIMITER IDENTIFIER DELIMITER IDENTIFIER RBRACE,10,dict_expr
IDENTIFIER OPERATOR LBRACE IDENTIFIER DELIMITER IDENTIFIER DELIMITER IDENTIFIER DELIMITER IDENTIFIER RBRACE,10,dict_expr
KW_assert IDENTIFIER KW_is KW_None,14,assert_stmt
KW_while IDENTIFIER KW_is KW_None DELIMITER,4,while_loop
KW_while IDENTIFIER OPERATOR INTEGER DELIMITER,4,while_loop
KW_elif IDENTIFIER OPERATOR INTEGER DELIMITER,5,if_stmt
KW_from IDENTIFIER KW_import IDENTIFIER,7,import_stmt
IDENTIFIER OPERATOR INTEGER OPERATOR INTEGER,0,assignment
KW_assert IDENTIFIER OPERATOR INTEGER DELIMITER STRING,14,assert_stmt
KW_finally DELIMITER,12,try_except
KW_class IDENTIFIER DELIMITER IDENTIFIER DELIMITER IDENTIFIER DELIMITER DELIMITER,2,classdef
KW_if KW_not IDENTIFIER DELIMITER,5,if_stmt
KW_return KW_False,6,return_stmt
KW_from IDENTIFIER KW_import IDENTIFIER,7,import_stmt
KW_raise IDENTIFIER DELIMITER STRING OPERATOR IDENTIFIER DELIMITER,13,raise_stmt
KW_while KW_True DELIMITER,4,while_loop
KW_while KW_True DELIMITER,4,while_loop
IDENTIFIER OPERATOR LBRACE STRING DELIMITER IDENTIFIER RBRACE,10,dict_expr
KW_assert IDENTIFIER OPERATOR INTEGER,14,assert_stmt
KW_from IDENTIFIER KW_import IDENTIFIER,7,import_stmt
KW_from IDENTIFIER DELIMITER IDENTIFIER KW_import IDENTIFIER,7,import_stmt
KW_def IDENTIFIER DELIMITER IDENTIFIER OPERATOR KW_None DELIMITER DELIMITER,1,funcdef
KW_if IDENTIFIER KW_not KW_in IDENTIFIER DELIMITER,5,if_stmt
IDENTIFIER OPERATOR LBRACKET IDENTIFIER OPERATOR INTEGER KW_for IDENTIFIER KW_in IDENTIFIER RBRACKET,9,list_expr
IDENTIFIER OPERATOR LBRACE STRING DELIMITER IDENTIFIER RBRACE,10,dict_expr
KW_class IDENTIFIER DELIMITER IDENTIFIER DELIMITER IDENTIFIER DELIMITER DELIMITER,2,classdef
KW_except IDENTIFIER KW_as IDENTIFIER DELIMITER,12,try_except
KW_finally DELIMITER,12,try_except
IDENTIFIER DELIMITER IDENTIFIER DELIMITER IDENTIFIER DELIMITER,8,func_call
IDENTIFIER OPERATOR INTEGER,0,assignment
IDENTIFIER OPERATOR IDENTIFIER OPERATOR IDENTIFIER OPERATOR IDENTIFIER,0,assignment
KW_assert IDENTIFIER DELIMITER IDENTIFIER DELIMITER,14,assert_stmt
KW_assert IDENTIFIER OPERATOR INTEGER,14,assert_stmt
IDENTIFIER OPERATOR LBRACE IDENTIFIER DELIMITER IDENTIFIER RBRACE,10,dict_expr
KW_def IDENTIFIER DELIMITER IDENTIFIER DELIMITER IDENTIFIER DELIMITER DELIMITER,1,funcdef
KW_assert IDENTIFIER OPERATOR IDENTIFIER,14,assert_stmt
KW_raise,13,raise_stmt
KW_while IDENTIFIER OPERATOR INTEGER KW_and IDENTIFIER OPERATOR INTEGER DELIMITER,4,while_loop
KW_assert IDENTIFIER OPERATOR INTEGER KW_and IDENTIFIER OPERATOR INTEGER,14,assert_stmt
KW_return IDENTIFIER KW_is KW_None,6,return_stmt
KW_for IDENTIFIER KW_in KW_range DELIMITER IDENTIFIER DELIMITER INTEGER DELIMITER DELIMITER,3,for_loop
KW_raise IDENTIFIER DELIMITER STRING OPERATOR IDENTIFIER DELIMITER,13,raise_stmt
KW_while IDENTIFIER OPERATOR IDENTIFIER DELIMITER,4,while_loop
KW_import IDENTIFIER DELIMITER IDENTIFIER,7,import_stmt
KW_raise IDENTIFIER DELIMITER DELIMITER,13,raise_stmt
KW_raise IDENTIFIER DELIMITER STRING OPERATOR IDENTIFIER OPERATOR IDENTIFIER DELIMITER,13,raise_stmt
IDENTIFIER DELIMITER INTEGER DELIMITER IDENTIFIER DELIMITER,8,func_call
KW_class IDENTIFIER DELIMITER IDENTIFIER DELIMITER KW_object DELIMITER,2,classdef
IDENTIFIER OPERATOR KW_lambda IDENTIFIER DELIMITER IDENTIFIER DELIMITER IDENTIFIER OPERATOR INTEGER,11,lambda_expr
KW_except IDENTIFIER KW_as IDENTIFIER DELIMITER,12,try_except
IDENTIFIER OPERATOR LBRACE IDENTIFIER DELIMITER IDENTIFIER KW_for IDENTIFIER DELIMITER IDENTIFIER KW_in IDENTIFIER DELIMITER DELIMITER RBRACE,10,dict_expr
KW_def IDENTIFIER DELIMITER KW_self DELIMITER IDENTIFIER OPERATOR INTEGER DELIMITER DELIMITER,1,funcdef
KW_elif IDENTIFIER OPERATOR IDENTIFIER DELIMITER,5,if_stmt
KW_raise IDENTIFIER DELIMITER DELIMITER,13,raise_stmt
KW_import IDENTIFIER,7,import_stmt
KW_from IDENTIFIER DELIMITER IDENTIFIER KW_import IDENTIFIER KW_as IDENTIFIER,7,import_stmt
IDENTIFIER DELIMITER IDENTIFIER DELIMITER IDENTIFIER DELIMITER INTEGER DELIMITER,8,func_call
KW_class IDENTIFIER DELIMITER KW_object DELIMITER DELIMITER,2,classdef
IDENTIFIER OPERATOR FLOAT,0,assignment
IDENTIFIER OPERATOR LBRACE STRING DELIMITER IDENTIFIER DELIMITER STRING DELIMITER IDENTIFIER RBRACE,10,dict_expr
KW_def IDENTIFIER DELIMITER DELIMITER DELIMITER,1,funcdef
KW_while IDENTIFIER DELIMITER,4,while_loop
IDENTIFIER OPERATOR IDENTIFIER OPERATOR INTEGER,0,assignment
KW_from IDENTIFIER DELIMITER IDENTIFIER KW_import IDENTIFIER KW_as IDENTIFIER,7,import_stmt
KW_if IDENTIFIER KW_is KW_None DELIMITER,5,if_stmt
KW_try DELIMITER,12,try_except
KW_for IDENTIFIER DELIMITER IDENTIFIER KW_in KW_enumerate DELIMITER IDENTIFIER DELIMITER DELIMITER,3,for_loop
KW_import IDENTIFIER,7,import_stmt
KW_def IDENTIFIER DELIMITER KW_self DELIMITER IDENTIFIER DELIMITER DELIMITER,1,funcdef
IDENTIFIER OPERATOR KW_lambda IDENTIFIER DELIMITER IDENTIFIER KW_and IDENTIFIER,11,lambda_expr
IDENTIFIER OPERATOR IDENTIFIER OPERATOR IDENTIFIER,0,assignment
KW_class IDENTIFIER DELIMITER IDENTIFIER DELIMITER IDENTIFIER DELIMITER,2,classdef
IDENTIFIER OPERATOR LBRACE STRING DELIMITER STRING RBRACE,10,dict_expr
KW_from IDENTIFIER KW_import OPERATOR,7,import_stmt
KW_return IDENTIFIER OPERATOR IDENTIFIER OPERATOR INTEGER,6,return_stmt
KW_raise IDENTIFIER,13,raise_stmt
KW_if IDENTIFIER OPERATOR INTEGER DELIMITER,5,if_stmt
KW_from IDENTIFIER KW_import IDENTIFIER DELIMITER IDENTIFIER DELIMITER IDENTIFIER,7,import_stmt
KW_from IDENTIFIER DELIMITER IDENTIFIER DELIMITER IDENTIFIER KW_import IDENTIFIER,7,import_stmt
KW_return INTEGER,6,return_stmt
KW_for IDENTIFIER KW_in IDENTIFIER DELIMITER INTEGER DELIMITER INTEGER DELIMITER DELIMITER,3,for_loop
KW_while IDENTIFIER OPERATOR INTEGER KW_and IDENTIFIER OPERATOR INTEGER DELIMITER,4,while_loop
KW_except IDENTIFIER DELIMITER,12,try_except
KW_while IDENTIFIER KW_is KW_not KW_None DELIMITER,4,while_loop
IDENTIFIER OPERATOR LBRACE INTEGER DELIMITER IDENTIFIER RBRACE,10,dict_expr
IDENTIFIER OPERATOR IDENTIFIER KW_is KW_None,0,assignment
KW_from IDENTIFIER KW_import IDENTIFIER DELIMITER IDENTIFIER,7,import_stmt
KW_class IDENTIFIER DELIMITER,2,classdef
KW_for IDENTIFIER KW_in KW_zip DELIMITER IDENTIFIER DELIMITER IDENTIFIER DELIMITER DELIMITER,3,for_loop
KW_assert IDENTIFIER OPERATOR IDENTIFIER DELIMITER STRING,14,assert_stmt
KW_return KW_not IDENTIFIER,6,return_stmt
KW_raise IDENTIFIER,13,raise_stmt
IDENTIFIER OPERATOR LBRACKET INTEGER DELIMITER INTEGER DELIMITER INTEGER DELIMITER INTEGER RBRACKET,9,list_expr
KW_raise IDENTIFIER DELIMITER STRING DELIMITER,13,raise_stmt
KW_while IDENTIFIER KW_is KW_None DELIMITER,4,while_loop
IDENTIFIER OPERATOR IDENTIFIER OPERATOR FLOAT,0,assignment
KW_import IDENTIFIER,7,import_stmt
IDENTIFIER OPERATOR KW_lambda IDENTIFIER DELIMITER INTEGER,11,lambda_expr
IDENTIFIER DELIMITER INTEGER DELIMITER IDENTIFIER DELIMITER,8,func_call
KW_if IDENTIFIER OPERATOR INTEGER KW_and IDENTIFIER OPERATOR INTEGER DELIMITER,5,if_stmt
IDENTIFIER OPERATOR KW_lambda IDENTIFIER DELIMITER IDENTIFIER OPERATOR IDENTIFIER,11,lambda_expr
IDENTIFIER OPERATOR LBRACE IDENTIFIER DELIMITER IDENTIFIER RBRACE,10,dict_expr
KW_def IDENTIFIER DELIMITER IDENTIFIER DELIMITER DELIMITER,1,funcdef
KW_raise IDENTIFIER DELIMITER IDENTIFIER DELIMITER,13,raise_stmt
KW_import IDENTIFIER DELIMITER IDENTIFIER,7,import_stmt
KW_assert IDENTIFIER,14,assert_stmt
IDENTIFIER DELIMITER IDENTIFIER DELIMITER,8,func_call
KW_class IDENTIFIER DELIMITER IDENTIFIER DELIMITER KW_object DELIMITER DELIMITER,2,classdef
KW_for IDENTIFIER KW_in IDENTIFIER DELIMITER INTEGER DELIMITER INTEGER DELIMITER DELIMITER,3,for_loop
IDENTIFIER DELIMITER IDENTIFIER DELIMITER,8,func_call
IDENTIFIER OPERATOR KW_lambda IDENTIFIER OPERATOR INTEGER DELIMITER IDENTIFIER,11,lambda_expr
IDENTIFIER OPERATOR LBRACKET IDENTIFIER DELIMITER IDENTIFIER RBRACKET,9,list_expr
KW_for IDENTIFIER KW_in IDENTIFIER DELIMITER IDENTIFIER DELIMITER DELIMITER,3,for_loop
KW_assert KW_not IDENTIFIER,14,assert_stmt
KW_raise IDENTIFIER DELIMITER IDENTIFIER DELIMITER,13,raise_stmt
KW_if IDENTIFIER DELIMITER,5,if_stmt
KW_for IDENTIFIER KW_in KW_sorted DELIMITER IDENTIFIER DELIMITER DELIMITER,3,for_loop
KW_def IDENTIFIER DELIMITER IDENTIFIER OPERATOR KW_None DELIMITER DELIMITER,1,funcdef
KW_return KW_True,6,return_stmt
KW_lambda IDENTIFIER DELIMITER IDENTIFIER OPERATOR INTEGER,11,lambda_expr
KW_raise IDENTIFIER DELIMITER IDENTIFIER DELIMITER,13,raise_stmt
KW_raise IDENTIFIER DELIMITER IDENTIFIER DELIMITER,13,raise_stmt
IDENTIFIER OPERATOR LBRACKET STRING DELIMITER STRING RBRACKET,9,list_expr
KW_raise IDENTIFIER DELIMITER IDENTIFIER DELIMITER,13,raise_stmt
KW_if DELIMITER IDENTIFIER OPERATOR INTEGER KW_and IDENTIFIER OPERATOR INTEGER DELIMITER DELIMITER,5,if_stmt
IDENTIFIER OPERATOR KW_lambda IDENTIFIER DELIMITER IDENTIFIER OPERATOR IDENTIFIER,11,lambda_expr
KW_except DELIMITER IDENTIFIER DELIMITER IDENTIFIER DELIMITER,12,try_except
IDENTIFIER OPERATOR KW_lambda IDENTIFIER DELIMITER INTEGER,11,lambda_expr
IDENTIFIER OPERATOR KW_lambda IDENTIFIER DELIMITER IDENTIFIER OPERATOR INTEGER,11,lambda_expr
KW_while KW_True DELIMITER,4,while_loop
KW_raise IDENTIFIER DELIMITER INTEGER DELIMITER,13,raise_stmt
KW_while IDENTIFIER OPERATOR INTEGER KW_and IDENTIFIER OPERATOR INTEGER DELIMITER,4,while_loop
KW_def IDENTIFIER DELIMITER DELIMITER DELIMITER,1,funcdef
KW_return IDENTIFIER KW_is KW_None,6,return_stmt
KW_except IDENTIFIER KW_as IDENTIFIER DELIMITER,12,try_except
KW_assert IDENTIFIER,14,assert_stmt
KW_class IDENTIFIER DELIMITER IDENTIFIER DELIMITER IDENTIFIER DELIMITER IDENTIFIER DELIMITER,2,classdef
IDENTIFIER OPERATOR DELIMITER IDENTIFIER DELIMITER,0,assignment
KW_raise IDENTIFIER DELIMITER DELIMITER,13,raise_stmt
KW_elif KW_not IDENTIFIER DELIMITER,5,if_stmt
IDENTIFIER OPERATOR IDENTIFIER OPERATOR IDENTIFIER OPERATOR IDENTIFIER OPERATOR INTEGER,0,assignment
IDENTIFIER OPERATOR INTEGER OPERATOR INTEGER OPERATOR INTEGER,0,assignment
KW_from IDENTIFIER KW_import IDENTIFIER,7,import_stmt
IDENTIFIER OPERATOR KW_lambda IDENTIFIER DELIMITER INTEGER,11,lambda_expr
KW_def IDENTIFIER DELIMITER KW_self DELIMITER IDENTIFIER DELIMITER DELIMITER,1,funcdef
KW_def IDENTIFIER DELIMITER DELIMITER DELIMITER DELIMITER,1,funcdef
IDENTIFIER OPERATOR KW_False,0,assignment
KW_except IDENTIFIER KW_as IDENTIFIER DELIMITER,12,try_except
IDENTIFIER OPERATOR LBRACE IDENTIFIER DELIMITER IDENTIFIER DELIMITER IDENTIFIER DELIMITER IDENTIFIER RBRACE,10,dict_expr
KW_return KW_not IDENTIFIER,6,return_stmt
KW_for IDENTIFIER DELIMITER IDENTIFIER KW_in IDENTIFIER DELIMITER,3,for_loop
IDENTIFIER OPERATOR LBRACE IDENTIFIER DELIMITER IDENTIFIER RBRACE,10,dict_expr
IDENTIFIER OPERATOR LBRACKET INTEGER DELIMITER INTEGER DELIMITER INTEGER DELIMITER INTEGER RBRACKET,9,list_expr
IDENTIFIER OPERATOR LBRACKET IDENTIFIER DELIMITER IDENTIFIER DELIMITER IDENTIFIER RBRACKET,9,list_expr
KW_raise IDENTIFIER DELIMITER STRING DELIMITER,13,raise_stmt
IDENTIFIER DELIMITER IDENTIFIER DELIMITER STRING DELIMITER,8,func_call
KW_return IDENTIFIER OPERATOR IDENTIFIER,6,return_stmt
KW_raise IDENTIFIER DELIMITER IDENTIFIER DELIMITER,13,raise_stmt
IDENTIFIER OPERATOR LBRACKET RBRACKET,9,list_expr
KW_for IDENTIFIER DELIMITER IDENTIFIER KW_in KW_enumerate DELIMITER IDENTIFIER DELIMITER DELIMITER,3,for_loop
KW_assert KW_not IDENTIFIER,14,assert_stmt
KW_while KW_True DELIMITER,4,while_loop
KW_while IDENTIFIER DELIMITER,4,while_loop
KW_while IDENTIFIER OPERATOR INTEGER KW_and IDENTIFIER KW_is KW_not KW_None DELIMITER,4,while_loop
IDENTIFIER OPERATOR KW_lambda IDENTIFIER DELIMITER IDENTIFIER OPERATOR IDENTIFIER OPERATOR IDENTIFIER OPERATOR INTEGER,11,lambda_expr
KW_try DELIMITER,12,try_except
IDENTIFIER OPERATOR KW_lambda IDENTIFIER DELIMITER IDENTIFIER OPERATOR IDENTIFIER OPERATOR INTEGER,11,lambda_expr
KW_assert IDENTIFIER OPERATOR IDENTIFIER DELIMITER STRING,14,assert_stmt
IDENTIFIER DELIMITER INTEGER DELIMITER,8,func_call
KW_while IDENTIFIER OPERATOR INTEGER KW_and IDENTIFIER OPERATOR INTEGER DELIMITER,4,while_loop
IDENTIFIER OPERATOR LBRACE RBRACE,10,dict_expr
KW_if DELIMITER IDENTIFIER DELIMITER DELIMITER,5,if_stmt
KW_class IDENTIFIER DELIMITER IDENTIFIER DELIMITER KW_object DELIMITER,2,classdef
KW_return IDENTIFIER DELIMITER IDENTIFIER DELIMITER,6,return_stmt
KW_def IDENTIFIER DELIMITER IDENTIFIER DELIMITER IDENTIFIER DELIMITER IDENTIFIER DELIMITER DELIMITER,1,funcdef
KW_for IDENTIFIER KW_in IDENTIFIER DELIMITER IDENTIFIER DELIMITER DELIMITER,3,for_loop
KW_from IDENTIFIER DELIMITER IDENTIFIER KW_import IDENTIFIER,7,import_stmt
KW_for IDENTIFIER KW_in IDENTIFIER DELIMITER INTEGER DELIMITER INTEGER DELIMITER INTEGER DELIMITER DELIMITER,3,for_loop
IDENTIFIER OPERATOR LBRACE IDENTIFIER DELIMITER IDENTIFIER RBRACE,10,dict_expr
IDENTIFIER OPERATOR LBRACKET RBRACKET,9,list_expr
KW_def IDENTIFIER DELIMITER OPERATOR OPERATOR IDENTIFIER DELIMITER DELIMITER,1,funcdef
KW_while IDENTIFIER KW_is KW_not KW_None KW_and IDENTIFIER OPERATOR INTEGER DELIMITER,4,while_loop
KW_import IDENTIFIER DELIMITER IDENTIFIER DELIMITER IDENTIFIER,7,import_stmt
IDENTIFIER DELIMITER IDENTIFIER DELIMITER IDENTIFIER DELIMITER IDENTIFIER DELIMITER,8,func_call
IDENTIFIER OPERATOR LBRACKET STRING DELIMITER STRING RBRACKET,9,list_expr
IDENTIFIER DELIMITER KW_None DELIMITER,8,func_call
KW_assert IDENTIFIER OPERATOR IDENTIFIER DELIMITER STRING,14,assert_stmt
IDENTIFIER OPERATOR LBRACE STRING DELIMITER INTEGER RBRACE,10,dict_expr
IDENTIFIER OPERATOR LBRACKET INTEGER RBRACKET,9,list_expr
KW_raise IDENTIFIER DELIMITER STRING DELIMITER,13,raise_stmt
IDENTIFIER OPERATOR KW_lambda IDENTIFIER DELIMITER INTEGER,11,lambda_expr
