n_instrs,n_assigns,n_binops,n_calls,n_labels,n_literals,n_temps,has_loop,call_density,assign_ratio,avg_use_count,depth_score,label_constant_fold,label_dead_code,label_loop_unroll,label_inline
17,8,9,0,0,4,3,0,0.0,0.4706,2.938,0,1,0,0,0
34,7,27,2,6,3,9,1,0.0588,0.2059,0.738,14,0,1,0,1
32,10,22,1,4,0,6,1,0.0312,0.3125,2.464,9,0,0,0,0
17,11,3,3,0,0,3,0,0.1765,0.6471,1.841,3,0,0,0,1
17,8,4,5,0,0,3,0,0.2941,0.4706,1.08,5,0,1,0,1
10,3,7,2,4,2,3,1,0.2,0.3,2.186,10,0,0,0,1
8,2,0,6,0,2,3,0,0.75,0.25,2.589,6,0,0,0,1
12,3,9,0,0,0,8,0,0.0,0.25,1.457,0,0,1,0,0
10,7,3,0,0,6,3,0,0.0,0.7,3.005,0,1,0,0,0
77,13,64,5,1,4,17,1,0.0649,0.1688,1.938,7,0,0,0,0
28,14,14,0,5,2,7,1,0.0,0.5,1.511,10,1,1,0,0
11,1,5,5,0,1,3,0,0.4545,0.0909,3.065,5,0,0,0,1
48,22,26,3,2,9,8,1,0.0625,0.4583,1.962,7,1,0,0,0
18,6,12,1,1,3,1,1,0.0556,0.3333,1.496,3,1,1,1,1
59,5,54,0,5,3,20,1,0.0,0.0847,2.627,10,0,1,0,0
20,8,12,0,0,7,2,0,0.0,0.4,3.077,0,1,0,0,1
7,6,1,0,0,2,8,0,0.0,0.8571,2.673,0,1,0,0,0
47,8,39,5,2,3,7,1,0.1064,0.1702,0.592,9,0,1,0,0
8,2,6,1,0,1,1,0,0.125,0.25,0.867,1,0,0,0,1
14,9,5,0,0,8,2,0,0.0,0.6429,3.461,0,1,0,0,0
35,12,23,0,6,3,6,1,0.0,0.3429,2.639,12,1,0,1,0
39,7,32,4,0,7,20,0,0.1026,0.1795,0.761,4,0,0,0,0
63,17,46,2,2,7,20,1,0.0317,0.2698,3.162,6,1,0,0,0
9,3,6,1,1,1,3,1,0.1111,0.3333,1.76,3,1,1,1,1
14,4,8,2,0,1,2,0,0.1429,0.2857,3.481,2,0,0,0,1
22,7,15,0,0,2,4,0,0.0,0.3182,1.079,0,0,1,0,0
7,1,3,3,0,1,3,0,0.4286,0.1429,1.482,3,0,0,0,1
21,10,11,1,4,4,4,1,0.0476,0.4762,0.876,9,1,1,0,0
7,7,0,0,0,7,1,0,0.0,1.0,2.348,0,1,0,0,0
31,13,18,4,5,2,10,1,0.129,0.4194,2.199,14,0,0,0,0
10,4,3,3,0,2,5,0,0.3,0.4,0.753,3,0,1,0,1
11,2,9,0,2,2,2,1,0.0,0.1818,2.062,4,0,0,1,0
19,8,11,0,0,3,3,0,0.0,0.4211,1.265,0,1,1,0,0
6,2,4,1,0,1,3,0,0.1667,0.3333,2.451,1,1,0,0,1
13,9,2,2,0,2,2,0,0.1538,0.6923,1.455,2,1,1,0,1
53,13,40,3,2,6,11,1,0.0566,0.2453,2.959,7,0,0,1,0
3,0,3,1,0,0,3,0,0.3333,0.0,1.201,1,0,0,0,1
23,14,9,0,0,0,2,0,0.0,0.6087,2.503,0,0,0,0,0
16,2,14,0,1,2,3,1,0.0,0.125,1.522,2,0,0,1,0
13,7,2,4,0,1,3,0,0.3077,0.5385,0.608,4,1,1,0,1
6,4,2,0,0,1,6,0,0.0,0.6667,0.588,0,1,1,0,0
24,7,17,1,0,2,6,0,0.0417,0.2917,0.752,1,0,1,0,0
2,1,1,1,0,0,2,0,0.5,0.5,2.725,1,0,0,0,0
12,7,5,0,0,1,3,0,0.0,0.5833,1.395,0,1,1,0,0
18,13,5,0,0,2,8,0,0.0,0.7222,2.25,0,1,0,0,0
19,3,16,2,0,1,6,0,0.1053,0.1579,1.256,2,0,0,0,1
7,1,6,1,0,0,1,0,0.1429,0.1429,0.853,1,0,0,0,1
21,5,16,0,3,0,2,1,0.0,0.2381,3.427,6,0,0,1,0
3,0,3,0,0,0,3,0,0.0,0.0,1.957,0,0,0,0,0
66,25,41,0,4,9,13,1,0.0,0.3788,0.814,8,1,1,0,0
1,1,0,0,0,1,1,0,0.0,1.0,1.407,0,1,0,0,0
5,3,2,0,0,3,4,0,0.0,0.6,2.135,0,1,0,0,0
7,2,0,5,0,1,5,0,0.7143,0.2857,1.888,5,0,0,0,1
8,4,4,0,0,2,7,0,0.0,0.5,0.712,0,1,1,1,0
22,6,16,1,0,1,2,0,0.0455,0.2727,3.409,1,0,0,0,0
18,13,0,5,0,2,4,0,0.2778,0.7222,1.894,5,1,0,0,1
64,26,38,4,0,9,6,0,0.0625,0.4062,3.242,4,1,0,0,0
8,2,6,0,0,1,3,0,0.0,0.25,2.689,0,0,0,0,0
60,24,36,3,0,3,5,0,0.05,0.4,2.848,3,1,0,0,0
22,12,10,0,0,4,7,0,0.0,0.5455,1.111,0,1,1,0,0
5,5,0,0,0,3,0,0,0.0,1.0,2.504,0,1,0,0,0
80,26,54,3,0,1,9,0,0.0375,0.325,0.539,3,1,1,1,0
62,23,39,0,0,9,5,0,0.0,0.371,2.087,0,1,0,0,0
17,8,9,0,0,0,3,0,0.0,0.4706,0.588,0,0,1,0,0
18,3,15,0,3,3,4,1,0.0,0.1667,1.237,6,0,1,1,0
50,24,26,3,4,2,6,1,0.06,0.48,1.852,11,1,0,0,0
28,3,25,0,1,0,5,1,0.0,0.1071,1.674,2,0,1,1,0
3,2,1,1,0,2,0,0,0.3333,0.6667,2.876,1,1,0,0,0
14,6,3,5,0,1,3,0,0.3571,0.4286,1.095,5,1,1,0,1
46,21,25,2,5,4,12,1,0.0435,0.4565,3.317,12,1,0,0,0
58,24,34,1,3,6,18,1,0.0172,0.4138,3.371,7,1,0,0,0
4,4,0,0,0,3,2,0,0.0,1.0,1.57,0,1,1,0,0
11,3,8,0,1,0,3,1,0.0,0.2727,1.694,2,0,1,1,0
10,2,3,5,0,1,4,0,0.5,0.2,1.637,5,0,0,0,1
13,4,9,1,3,2,3,1,0.0769,0.3077,1.286,7,1,1,1,1
3,2,1,0,0,2,3,0,0.0,0.6667,1.633,0,1,0,0,0
22,8,14,1,0,0,4,0,0.0455,0.3636,1.447,1,0,1,0,0
16,8,8,0,3,3,5,1,0.0,0.5,1.533,6,1,1,1,0
4,3,1,1,0,2,0,0,0.25,0.75,0.699,1,1,1,0,1
24,6,18,1,0,0,5,0,0.0417,0.25,0.95,1,0,1,0,0
14,3,11,2,0,1,3,0,0.1429,0.2143,3.303,2,0,0,0,1
5,3,2,1,0,0,2,0,0.2,0.6,2.076,1,0,0,0,1
13,3,7,3,0,1,1,0,0.2308,0.2308,1.702,3,0,1,0,1
51,13,38,0,4,3,17,1,0.0,0.2549,1.71,8,0,1,0,0
23,4,19,1,3,3,3,1,0.0435,0.1739,3.192,7,0,0,1,0
73,13,60,0,5,1,12,1,0.0,0.1781,2.677,10,0,0,0,0
50,9,41,0,5,9,17,1,0.0,0.18,2.924,10,1,0,0,0
25,12,13,1,0,1,7,0,0.04,0.48,1.674,1,1,1,0,0
8,4,4,2,0,2,7,0,0.25,0.5,3.174,2,1,0,0,1
8,0,8,1,0,0,3,0,0.125,0.0,0.972,1,0,0,0,1
69,33,36,1,2,9,18,1,0.0145,0.4783,3.288,5,1,0,0,0
14,12,2,0,0,2,7,0,0.0,0.8571,0.919,0,0,1,0,0
12,6,6,0,0,0,2,0,0.0,0.5,2.556,0,0,0,0,0
11,5,6,1,0,1,7,0,0.0909,0.4545,2.214,1,1,0,0,1
11,5,6,1,4,0,6,1,0.0909,0.4545,3.409,9,0,0,0,1
18,7,11,2,6,4,12,1,0.1111,0.3889,1.353,14,1,1,0,1
22,11,11,0,0,1,3,0,0.0,0.5,0.677,0,1,1,0,0
5,2,3,1,0,2,3,0,0.2,0.4,2.932,1,1,0,0,1
16,8,8,0,0,3,8,0,0.0,0.5,1.662,0,1,1,0,0
8,1,2,5,0,0,2,0,0.625,0.125,3.08,5,0,0,0,1
5,0,5,1,0,0,2,0,0.2,0.0,2.382,1,0,1,0,1
15,7,8,2,0,2,7,0,0.1333,0.4667,1.776,2,1,1,0,1
8,2,2,4,0,2,3,0,0.5,0.25,1.265,4,0,0,0,1
19,8,11,0,0,2,7,0,0.0,0.4211,2.915,0,1,0,0,0
13,4,9,0,0,0,5,0,0.0,0.3077,3.011,0,0,0,0,0
57,11,46,1,1,8,5,1,0.0175,0.193,3.195,3,0,0,0,0
7,2,5,1,0,2,0,0,0.1429,0.2857,1.891,1,0,0,0,1
5,4,1,0,0,3,1,0,0.0,0.8,1.085,0,1,1,0,0
25,5,20,0,0,0,3,0,0.0,0.2,1.598,0,0,1,0,0
25,10,15,0,1,0,4,1,0.0,0.4,1.35,2,0,1,1,0
21,9,12,0,0,3,6,0,0.0,0.4286,1.349,0,1,1,0,0
14,4,5,5,0,0,2,0,0.3571,0.2857,2.186,5,0,0,0,1
5,2,3,0,2,1,5,1,0.0,0.4,2.585,4,1,0,1,0
11,2,3,6,0,2,3,0,0.5455,0.1818,2.949,6,0,0,0,1
30,14,16,2,5,2,10,1,0.0667,0.4667,1.107,12,1,1,0,0
5,5,0,0,0,5,3,0,0.0,1.0,2.316,0,1,0,0,0
21,16,5,0,0,5,7,0,0.0,0.7619,1.329,0,1,1,0,0
8,4,4,0,3,3,6,1,0.0,0.5,2.066,6,1,0,1,0
16,16,0,0,0,13,3,0,0.0,1.0,1.631,0,1,1,0,0
6,3,3,1,1,3,3,1,0.1667,0.5,1.15,3,1,1,1,1
10,5,5,0,0,3,1,0,0.0,0.5,1.965,0,1,0,0,0
14,7,7,0,0,6,2,0,0.0,0.5,1.024,0,1,1,0,0
5,0,5,0,0,0,3,0,0.0,0.0,1.981,0,0,0,0,0
9,6,3,0,0,6,2,0,0.0,0.6667,0.893,0,1,1,0,0
25,11,14,2,2,3,4,1,0.08,0.44,2.534,6,1,0,1,0
19,10,9,0,0,2,3,0,0.0,0.5263,1.708,0,1,1,0,0
7,5,0,2,0,2,2,0,0.2857,0.7143,2.492,2,1,0,0,1
37,4,33,1,5,2,11,1,0.027,0.1081,0.863,11,0,1,0,1
33,15,18,0,3,4,4,1,0.0,0.4545,3.472,6,1,0,0,0
13,11,2,0,0,1,5,0,0.0,0.8462,1.155,0,1,1,0,0
66,23,43,5,5,8,10,1,0.0758,0.3485,3.438,15,1,0,0,0
64,31,33,1,5,6,13,1,0.0156,0.4844,2.478,11,1,0,0,0
3,0,3,0,0,0,3,0,0.0,0.0,1.099,0,0,0,0,0
44,6,38,3,0,4,18,0,0.0682,0.1364,1.168,3,0,1,0,0
15,5,5,5,0,0,1,0,0.3333,0.3333,1.672,5,0,1,0,0
15,5,10,1,0,2,5,0,0.0667,0.3333,1.047,1,1,1,0,1
24,12,12,1,2,2,3,1,0.0417,0.5,2.059,5,1,0,1,0
9,4,5,0,0,1,4,0,0.0,0.4444,1.143,0,1,1,0,1
17,9,4,4,0,2,5,0,0.2353,0.5294,2.107,4,1,0,0,1
15,7,8,0,3,1,1,1,0.0,0.4667,3.443,6,1,0,1,0
47,5,42,4,5,5,17,1,0.0851,0.1064,1.233,14,0,1,0,0
78,35,43,4,2,8,10,1,0.0513,0.4487,2.28,8,1,0,0,0
8,6,2,0,0,2,8,0,0.0,0.75,2.586,0,1,0,0,0
6,3,3,1,1,3,4,1,0.1667,0.5,0.92,3,1,1,1,1
22,9,13,1,0,0,3,0,0.0455,0.4091,1.203,1,0,1,0,0
55,25,30,3,5,0,9,1,0.0545,0.4545,1.864,13,0,1,0,0
20,10,10,1,3,3,1,1,0.05,0.5,2.751,7,1,0,1,0
13,5,8,1,2,0,1,1,0.0769,0.3846,0.657,5,0,1,1,1
11,5,0,6,0,0,3,0,0.5455,0.4545,2.604,6,0,0,0,1
11,6,5,0,0,6,2,0,0.0,0.5455,3.195,0,1,0,0,0
2,2,0,0,0,2,0,0,0.0,1.0,0.998,0,1,0,0,0
25,9,16,0,3,0,7,1,0.0,0.36,1.593,6,0,1,1,0
44,20,24,2,5,10,11,1,0.0455,0.4545,1.719,12,1,1,0,0
18,11,5,2,0,0,4,0,0.1111,0.6111,2.358,2,0,0,0,1
32,13,19,0,4,0,5,1,0.0,0.4062,3.228,8,0,1,0,0
13,2,5,6,0,2,4,0,0.4615,0.1538,2.891,6,1,0,0,1
22,5,17,2,0,1,8,0,0.0909,0.2273,1.257,2,0,1,0,0
4,3,1,0,0,0,2,0,0.0,0.75,3.443,0,0,0,0,0
17,6,11,1,2,4,6,1,0.0588,0.3529,2.632,5,1,0,1,1
5,5,0,1,0,0,3,0,0.2,1.0,1.393,1,0,1,0,1
14,3,11,1,0,0,3,0,0.0714,0.2143,1.506,1,0,1,0,1
9,1,3,5,0,1,3,0,0.5556,0.1111,2.88,5,0,0,0,1
63,30,33,2,2,4,17,1,0.0317,0.4762,0.705,6,1,1,0,0
23,22,1,0,0,11,5,0,0.0,0.9565,1.306,0,0,1,0,1
12,2,6,4,0,2,2,0,0.3333,0.1667,2.339,4,0,0,0,1
75,32,43,1,0,5,19,0,0.0133,0.4267,2.704,1,1,0,0,0
19,6,13,1,3,0,3,1,0.0526,0.3158,2.257,7,0,0,1,1
16,16,0,0,0,13,2,0,0.0,1.0,3.415,0,1,0,0,0
19,4,9,6,0,0,3,0,0.3158,0.2105,1.367,6,0,1,0,1
21,10,11,2,3,0,6,1,0.0952,0.4762,1.902,8,0,0,1,0
21,15,6,0,0,2,5,0,0.0,0.7143,1.86,0,1,0,1,0
18,15,3,0,0,7,4,0,0.0,0.8333,1.435,0,1,1,0,0
4,3,1,1,0,2,2,0,0.25,0.75,2.582,1,1,0,1,1
11,5,0,6,0,1,5,0,0.5455,0.4545,3.492,6,1,0,0,1
14,13,1,0,0,11,4,0,0.0,0.9286,2.716,0,1,0,0,0
14,4,4,6,0,0,1,0,0.4286,0.2857,2.219,6,0,0,0,1
4,1,3,1,0,0,3,0,0.25,0.25,0.78,1,0,0,0,1
70,11,59,3,1,10,20,1,0.0429,0.1571,2.639,5,0,0,0,0
44,14,30,5,1,2,17,1,0.1136,0.3182,0.632,7,1,1,0,0
20,12,8,0,0,12,4,0,0.0,0.6,2.444,0,1,0,0,0
30,11,19,0,6,3,3,1,0.0,0.3667,2.0,12,1,0,0,0
33,13,20,0,4,4,8,1,0.0,0.3939,3.329,8,1,0,0,0
18,5,13,2,0,1,7,0,0.1111,0.2778,1.443,2,0,1,0,0
51,17,34,1,2,7,8,1,0.0196,0.3333,2.941,5,1,0,0,0
18,6,12,0,0,2,7,0,0.0,0.3333,1.361,0,1,1,0,0
22,6,16,2,0,1,2,0,0.0909,0.2727,3.216,2,0,0,1,0
10,7,3,0,0,3,3,0,0.0,0.7,2.876,0,1,0,0,0
13,4,9,0,0,1,6,0,0.0,0.3077,3.074,0,1,0,0,0
19,2,17,2,5,2,11,1,0.1053,0.1053,3.175,12,0,0,0,1
8,2,6,1,1,0,5,1,0.125,0.25,0.746,3,0,0,1,1
24,9,15,2,0,0,5,0,0.0833,0.375,1.514,2,0,1,0,0
8,2,0,6,0,2,5,0,0.75,0.25,2.722,6,0,0,0,0
21,2,19,2,6,0,4,1,0.0952,0.0952,1.815,14,1,0,0,0
21,3,18,1,0,0,3,0,0.0476,0.1429,2.3,1,0,0,0,0
9,3,6,1,3,1,1,1,0.1111,0.3333,1.162,7,1,1,1,1
9,5,4,0,0,1,5,0,0.0,0.5556,2.328,0,1,0,0,0
8,4,4,1,0,2,3,0,0.125,0.5,2.217,1,1,0,0,1
36,9,27,4,0,3,15,0,0.1111,0.25,1.958,4,0,0,0,0
25,4,21,0,0,0,7,0,0.0,0.16,1.048,0,0,1,0,0
8,2,0,6,0,0,5,0,0.75,0.25,2.423,6,0,0,0,1
13,5,8,1,3,3,12,1,0.0769,0.3846,1.15,7,1,0,1,0
12,11,1,0,0,2,7,0,0.0,0.9167,1.73,0,1,1,0,0
23,10,13,0,0,3,8,0,0.0,0.4348,2.754,0,1,0,0,0
15,3,12,1,0,1,4,0,0.0667,0.2,2.484,1,0,0,0,1
10,4,6,0,3,3,5,1,0.0,0.4,0.979,6,1,1,1,0
50,9,41,2,0,0,11,0,0.04,0.18,2.233,2,0,0,0,0
14,1,11,2,0,1,4,0,0.1429,0.0714,1.944,2,0,0,1,0
20,20,0,0,0,20,2,0,0.0,1.0,0.918,0,1,1,0,0
9,2,7,2,0,0,7,0,0.2222,0.2222,2.983,2,0,0,0,1
7,3,0,4,0,2,1,0,0.5714,0.4286,2.085,4,1,0,0,1
23,18,5,0,0,1,6,0,0.0,0.7826,1.799,0,1,1,1,1
52,25,27,0,2,9,18,1,0.0,0.4808,0.678,4,1,1,0,0
8,2,6,2,0,0,8,0,0.25,0.25,0.76,2,0,0,0,0
22,4,18,0,4,1,9,1,0.0,0.1818,2.235,8,0,0,0,0
72,27,45,5,4,6,10,1,0.0694,0.375,3.064,13,1,0,0,0
12,11,1,0,0,9,2,0,0.0,0.9167,0.913,0,1,1,0,1
16,2,14,2,0,1,3,0,0.125,0.125,2.852,2,0,0,0,1
10,6,4,0,0,5,0,0,0.0,0.6,2.916,0,1,0,0,0
9,5,4,0,0,3,3,0,0.0,0.5556,3.496,0,1,0,0,0
22,2,20,0,3,1,5,1,0.0,0.0909,2.086,6,0,0,1,0
22,13,9,0,0,4,5,0,0.0,0.5909,1.778,0,1,1,0,0
25,12,13,1,3,2,1,1,0.04,0.48,0.726,7,1,1,1,0
19,11,8,0,0,1,8,0,0.0,0.5789,2.721,0,1,0,0,1
24,4,20,1,0,0,8,0,0.0417,0.1667,1.433,1,0,1,0,0
25,7,18,0,0,0,7,0,0.0,0.28,2.658,0,0,0,0,0
61,25,36,4,0,8,5,0,0.0656,0.4098,3.461,4,1,0,0,0
14,14,0,0,0,3,4,0,0.0,1.0,2.204,0,1,0,0,0
19,6,13,2,0,0,6,0,0.1053,0.3158,1.618,2,0,1,1,1
12,7,0,5,0,1,5,0,0.4167,0.5833,2.196,5,1,0,0,1
31,7,24,1,2,3,11,1,0.0323,0.2258,3.2,5,0,0,0,0
17,11,6,0,0,10,0,0,0.0,0.6471,3.246,0,1,0,0,0
8,5,3,0,0,5,3,0,0.0,0.625,0.68,0,1,1,0,0
36,6,30,0,5,0,6,1,0.0,0.1667,3.449,10,0,0,0,0
38,11,27,2,3,3,10,1,0.0526,0.2895,1.367,8,0,1,0,0
3,0,3,0,0,0,3,0,0.0,0.0,2.559,0,0,0,0,0
2,2,0,1,0,0,0,0,0.5,1.0,2.364,1,0,0,0,1
8,1,7,1,0,1,0,0,0.125,0.125,1.737,1,0,0,0,1
15,6,9,1,2,1,5,1,0.0667,0.4,2.645,5,1,1,1,1
3,2,1,0,0,2,3,0,0.0,0.6667,0.596,0,1,0,0,0
11,3,8,0,5,3,5,1,0.0,0.2727,2.941,10,0,0,0,0
18,16,2,0,0,14,1,0,0.0,0.8889,1.091,0,1,1,0,0
1,1,0,1,0,1,2,0,1.0,1.0,0.655,1,1,0,0,1
26,7,19,0,1,0,5,1,0.0,0.2692,1.974,2,0,0,1,0
9,4,5,0,0,1,7,0,0.0,0.4444,2.828,0,1,0,0,0
11,11,0,0,0,10,4,0,0.0,1.0,1.31,0,1,1,0,0
19,7,8,4,0,2,5,0,0.2105,0.3684,0.908,4,1,1,0,1
17,14,3,0,0,11,2,0,0.0,0.8235,0.515,0,1,1,0,1
5,2,3,0,0,2,1,0,0.0,0.4,0.549,0,1,0,0,0
14,14,0,0,0,14,2,0,0.0,1.0,1.849,0,1,0,0,0
4,4,0,0,0,4,0,0,0.0,1.0,0.808,0,1,1,0,0
5,2,0,3,0,0,1,0,0.6,0.4,3.25,3,0,1,0,1
11,5,6,0,0,0,3,0,0.0,0.4545,2.144,0,0,0,0,0
20,9,11,1,1,0,6,1,0.05,0.45,3.064,3,0,0,1,0
11,8,3,0,0,8,1,0,0.0,0.7273,2.265,0,0,0,0,0
8,3,3,2,0,1,2,0,0.25,0.375,1.398,2,1,1,0,1
6,6,0,0,0,2,3,0,0.0,1.0,1.523,0,1,1,0,0
33,15,18,2,3,9,5,1,0.0606,0.4545,1.803,8,1,0,0,0
6,1,5,0,0,1,2,0,0.0,0.1667,2.184,0,0,0,0,0
27,7,20,1,2,4,6,1,0.037,0.2593,3.399,5,0,0,1,0
5,4,1,1,0,4,0,0,0.2,0.8,0.554,1,0,1,0,1
21,5,16,1,5,2,12,1,0.0476,0.2381,0.791,11,0,0,0,0
9,4,5,1,0,1,2,0,0.1111,0.4444,1.966,1,1,0,0,1
18,6,12,1,0,3,8,0,0.0556,0.3333,1.186,1,1,1,0,1
31,8,23,3,2,8,12,1,0.0968,0.2581,1.918,7,0,0,0,0
4,4,0,1,0,4,3,0,0.25,1.0,3.241,1,1,0,0,1
8,6,2,0,0,1,3,0,0.0,0.75,2.098,0,1,0,0,0
22,8,14,0,3,4,6,1,0.0,0.3636,3.486,6,1,0,1,0
22,10,12,2,2,2,10,1,0.0909,0.4545,3.205,6,1,0,0,0
16,5,5,6,0,0,4,0,0.375,0.3125,2.109,6,0,0,0,1
19,8,11,1,2,2,6,1,0.0526,0.4211,3.348,5,1,1,1,1
8,2,6,1,0,0,0,0,0.125,0.25,1.932,1,0,0,0,1
2,1,1,1,0,1,0,0,0.5,0.5,0.557,1,1,0,0,1
30,4,26,1,4,2,6,1,0.0333,0.1333,2.511,9,0,0,0,0
38,10,28,1,5,0,11,1,0.0263,0.2632,3.008,11,0,0,0,0
10,9,1,0,0,3,7,0,0.0,0.9,1.021,0,1,1,0,0
32,8,24,1,1,4,18,1,0.0312,0.25,2.745,3,0,0,0,0
8,4,1,3,0,2,4,0,0.375,0.5,0.674,3,1,1,0,1
16,2,14,0,3,1,4,1,0.0,0.125,3.289,6,0,0,1,1
28,2,26,0,6,2,12,1,0.0,0.0714,1.861,12,0,0,0,0
4,2,2,0,0,1,1,0,0.0,0.5,2.113,0,1,0,0,0
2,2,0,0,0,2,3,0,0.0,1.0,3.123,0,1,0,0,0
20,4,12,4,0,1,1,0,0.2,0.2,0.522,4,0,1,0,1
13,7,1,5,0,1,5,0,0.3846,0.5385,1.237,5,1,1,0,1
8,2,6,1,0,0,7,0,0.125,0.25,1.847,1,0,0,0,1
3,1,2,0,0,1,3,0,0.0,0.3333,1.696,0,1,0,0,0
15,6,9,0,6,0,8,1,0.0,0.4,1.378,12,1,1,0,0
37,6,31,0,3,3,8,1,0.0,0.1622,0.668,6,0,1,0,0
14,4,10,2,0,2,2,0,0.1429,0.2857,1.434,2,0,1,0,0
53,26,27,2,5,8,18,1,0.0377,0.4906,0.636,12,1,1,0,0
4,2,2,0,0,2,2,0,0.0,0.5,2.317,0,1,0,0,1
26,13,13,0,2,0,4,1,0.0,0.5,2.879,4,0,0,1,0
8,4,4,0,0,3,2,0,0.0,0.5,2.104,0,1,0,0,0
15,2,13,1,2,0,4,1,0.0667,0.1333,0.818,5,0,0,1,1
3,3,0,0,0,3,1,0,0.0,1.0,1.951,0,1,0,0,0
16,1,10,5,0,0,5,0,0.3125,0.0625,2.652,5,0,0,0,1
6,6,0,0,0,6,4,0,0.0,1.0,1.894,0,1,0,0,0
31,5,26,0,2,1,11,1,0.0,0.1613,1.057,4,0,1,0,0
4,1,3,1,0,0,3,0,0.25,0.25,1.414,1,0,0,0,1
4,4,0,0,0,3,3,0,0.0,1.0,1.519,0,1,1,0,0
7,4,0,3,0,1,2,0,0.4286,0.5714,3.382,3,1,0,0,1
8,8,0,0,0,4,0,0,0.0,1.0,0.801,0,1,1,0,1
8,4,4,0,0,2,0,0,0.0,0.5,0.907,0,1,1,0,0
19,6,13,2,2,2,10,1,0.1053,0.3158,2.515,6,1,0,1,1
9,3,6,2,0,1,7,0,0.2222,0.3333,0.631,2,1,1,0,1
30,8,22,1,6,1,6,1,0.0333,0.2667,3.322,13,0,0,0,0
30,14,16,0,1,1,1,1,0.0,0.4667,2.727,2,1,0,1,0
25,16,9,0,0,8,5,0,0.0,0.64,2.681,0,1,0,0,0
38,8,30,2,3,3,4,1,0.0526,0.2105,1.724,8,1,1,0,0
33,10,23,1,3,4,5,1,0.0303,0.303,2.801,7,1,1,0,0
12,5,7,2,0,2,5,0,0.1667,0.4167,2.303,2,1,0,0,0
15,2,8,5,0,1,1,0,0.3333,0.1333,3.494,5,0,0,0,1
76,33,43,0,3,2,16,1,0.0,0.4342,3.107,6,1,0,0,0
25,9,16,2,0,1,2,0,0.08,0.36,1.74,2,0,1,0,0
5,2,3,0,0,0,2,0,0.0,0.4,0.919,0,0,0,0,0
8,6,2,0,0,5,1,0,0.0,0.75,2.799,0,1,0,0,0
15,7,8,0,0,5,4,0,0.0,0.4667,2.11,0,1,1,0,0
11,4,7,1,1,1,3,1,0.0909,0.3636,0.646,3,1,1,1,1
14,7,7,0,0,5,0,0,0.0,0.5,1.129,0,1,1,1,0
20,6,14,2,0,0,3,0,0.1,0.3,1.179,2,0,1,0,1
8,4,4,0,2,0,4,1,0.0,0.5,0.943,4,0,1,1,0
11,3,8,1,0,1,4,0,0.0909,0.2727,1.866,1,0,0,0,1
25,23,2,0,0,9,3,0,0.0,0.92,2.827,0,1,0,0,0
16,10,6,0,0,9,2,0,0.0,0.625,3.307,0,1,0,0,0
10,4,6,0,0,2,5,0,0.0,0.4,1.38,0,1,1,0,0
17,17,0,0,0,7,7,0,0.0,1.0,1.799,0,1,1,0,1
10,7,3,0,0,3,7,0,0.0,0.7,0.99,0,1,1,0,0
11,7,4,0,0,7,3,0,0.0,0.6364,0.717,0,1,1,0,0
19,16,3,0,0,15,0,0,0.0,0.8421,1.797,0,1,1,0,0
10,5,5,1,0,2,6,0,0.1,0.5,3.363,1,1,1,0,1
20,10,10,0,0,10,1,0,0.0,0.5,0.552,0,1,1,0,0
14,6,8,1,3,1,2,1,0.0714,0.4286,0.984,7,1,1,1,1
20,9,11,1,3,1,1,1,0.05,0.45,2.349,7,1,0,1,0
22,16,6,0,0,2,5,0,0.0,0.7273,1.058,0,1,1,1,0
29,8,21,0,1,1,1,1,0.0,0.2759,0.521,2,0,1,1,0
45,13,32,2,0,1,5,0,0.0444,0.2889,1.015,2,1,1,0,0
11,6,5,0,0,4,1,0,0.0,0.5455,2.309,0,1,0,0,0
22,8,14,1,2,0,4,1,0.0455,0.3636,2.142,5,0,0,1,0
15,4,11,0,0,0,4,0,0.0,0.2667,3.051,0,0,0,0,0
15,8,7,0,0,6,2,0,0.0,0.5333,1.005,0,1,1,0,0
15,8,7,0,0,0,4,0,0.0,0.5333,1.889,0,0,0,0,0
74,31,43,0,2,5,5,1,0.0,0.4189,2.324,4,1,0,0,0
4,3,1,0,0,3,1,0,0.0,0.75,1.955,0,1,0,0,0
35,5,30,1,2,4,12,1,0.0286,0.1429,3.471,5,0,0,0,0
10,4,6,0,2,0,2,1,0.0,0.4,2.757,4,0,0,1,0
4,4,0,1,0,4,2,0,0.25,1.0,0.744,1,1,1,0,1
25,6,19,1,1,0,3,1,0.04,0.24,3.423,3,0,0,1,1
15,10,2,3,0,1,2,0,0.2,0.6667,2.167,3,1,0,0,1
23,5,18,0,3,0,6,1,0.0,0.2174,2.234,6,0,0,1,0
24,14,10,0,0,6,6,0,0.0,0.5833,2.123,0,1,0,0,0
7,5,2,0,0,5,3,0,0.0,0.7143,1.368,0,1,1,0,0
19,19,0,0,0,18,2,0,0.0,1.0,1.835,0,1,0,0,0
79,12,67,3,1,4,18,1,0.038,0.1519,1.109,5,0,1,0,0
6,2,4,1,0,0,0,0,0.1667,0.3333,2.267,1,0,0,0,1
13,2,11,0,3,2,10,1,0.0,0.1538,2.358,6,0,0,1,0
21,6,15,1,3,2,1,1,0.0476,0.2857,2.272,7,0,0,1,0
27,3,24,2,2,2,10,1,0.0741,0.1111,1.221,6,0,1,1,1
